measurement_id,phase,config,seq,best_channel,best_channel_snr_db,freq_1_hz,freq_1_std_hz,freq_1_cv_pct,freq_1_confidence,freq_1_tier,freq_2_hz,freq_3_hz,freq_4_hz,freq_5_hz,detection_rate,fap,n_modes_detected
06D09,06,D,09,06C0810.aaa,52.7961340375045,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.6878560624301735e-241,1
06D10,06,D,10,06C0910.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
06D11,06,D,11,06C1010.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
06D12,06,D,12,06C1110.aaa,52.824540336446724,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,6.289921924213128e-241,1
06D13,06,D,13,06C1210.aaa,52.7961340375045,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.6878560624301735e-241,1
06D14,06,D,14,06C1310.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
06D15,06,D,15,06C1410.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06D16,06,D,16,06C1510.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06D17,06,D,17,06C1610.aaa,52.803493346909214,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,4.060351438544035e-241,1
06D18,06,D,18,06C1710.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06D19,06,D,19,06C1810.aaa,52.39841296314192,0.4841734173417342,0.015168551876822606,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,4.8402046719958125e-217,1
06D20,06,D,20,06C1910.aaa,53.02792640561255,0.4841734173417342,0.021477634712257755,12.561319813495453,78.3,PROBABLE,,,,,0.6666666666666666,5.404726237195983e-212,1
06D21,06,D,21,06C2010.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06D22,06,D,22,06C2110.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06D23,06,D,23,06C2210.aaa,52.74537460005202,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.4518578137603226e-241,1
06E00,06,E,00,06C2310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E01,06,E,01,06D0010.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
06E02,06,E,02,06D0110.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E03,06,E,03,06D0205.aaa,54.608235404271426,4.291924192419242,0.0,0.20668694764580642,100.0,CONFIRMED,,,,,1.0,0.0,1
06E04,06,E,04,06D0310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E05,06,E,05,06D0410.aaa,53.55321656674117,0.4841734173417342,0.019148434951337202,12.561319813495453,78.3,PROBABLE,,,,,0.6666666666666666,4.016251957880427e-209,1
06E06,06,E,06,06D0510.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E07,06,E,07,06D0610.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E08,06,E,08,06D0710.aaa,52.71841519975085,0.4841734173417342,0.003972387087638391,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.9736527309466573e-241,1
06E09,06,E,09,06D0810.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E10,06,E,10,06D0910.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06E11,06,E,11,06D1010.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
06E12,06,E,12,06D1110.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
06E13,06,E,13,06D1210.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E14,06,E,14,06D1310.aaa,52.74537460005202,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.4518578137603226e-241,1
06E15,06,E,15,06D1410.aaa,52.8224311946704,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,5.7994184665452536e-241,1
06E16,06,E,16,06D1510.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E17,06,E,17,06D1610.aaa,52.82150081133304,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,7.319534451714995e-241,1
06E18,06,E,18,06D1710.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06E19,06,E,19,06D1810.aaa,52.74537460005202,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.4518578137603226e-241,1
06E20,06,E,20,06D1910.aaa,52.82122998741285,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,5.3291307887336017e-241,1
06E21,06,E,21,06D2010.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06E22,06,E,22,06D2110.aaa,52.824540336446724,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,6.289921924213128e-241,1
06E23,06,E,23,06D2210.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
06F00,06,F,00,06D2310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F01,06,F,01,06E0010.aaa,52.71841519975085,0.4841734173417342,0.003972387087638391,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.9736527309466573e-241,1
06F02,06,F,02,06E0110.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F03,06,F,03,06E0210.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F04,06,F,04,06E0310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F05,06,F,05,06E0410.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F06,06,F,06,06E0510.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06F07,06,F,07,06E0610.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
06F08,06,F,08,06E0710.aaa,52.82150081133304,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,7.319534451714995e-241,1
06F09,06,F,09,06E0810.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F10,06,F,10,06E0910.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
06F11,06,F,11,06E1010.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06F12,06,F,12,06E1110.aaa,52.824540336446724,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,6.289921924213128e-241,1
06F13,06,F,13,06E1210.aaa,52.80930656271106,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,4.458339418657749e-241,1
06F14,06,F,14,06E1310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F15,06,F,15,06E1410.aaa,52.82122998741285,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,5.3291307887336017e-241,1
06F16,06,F,16,06E1510.aaa,52.71841519975085,0.4841734173417342,0.003972387087638391,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.9736527309466573e-241,1
06F17,06,F,17,06E1610.aaa,52.59494126135486,0.4841734173417342,0.003227564508706197,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.2356154107633768e-240,1
06F18,06,F,18,06E1710.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F19,06,F,19,06E1810.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06F20,06,F,20,06E1910.aaa,52.80271036757127,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,9.458989180079503e-241,1
06F21,06,F,21,06E2010.aaa,52.74537460005202,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.4518578137603226e-241,1
06F22,06,F,22,06E2110.aaa,52.8224311946704,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,5.7994184665452536e-241,1
06F23,06,F,23,06E2210.aaa,52.71841519975085,0.4841734173417342,0.003972387087638391,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.9736527309466573e-241,1
06G00,06,G,00,06E2310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06G01,06,G,01,06F0010.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06G02,06,G,02,06F0110.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06G03,06,G,03,06F0205.aaa,57.770539235776624,4.094799479947994,0.019438938704025608,0.30622728534965454,100.0,CONFIRMED,,,,,1.0,0.0,1
06G04,06,G,04,06F0310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06G05,06,G,05,06F0410.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
06G06,06,G,06,06F0510.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06G07,06,G,07,06F0610.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
06G08,06,G,08,06F0710.aaa,52.818408196442746,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,7.852040857462203e-241,1
06G09,06,G,09,06F0810.aaa,52.71841519975085,0.4841734173417342,0.003972387087638391,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.9736527309466573e-241,1
06G10,06,G,10,06F0910.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06G11,06,G,11,06F1010.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
06G12,06,G,12,06F1110.aaa,52.81685836338969,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,4.881467057653648e-241,1
06G13,06,G,13,06F1210.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
06G14,06,G,14,06F1310.aaa,52.803493346909214,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,4.060351438544035e-241,1
06G17,06,G,17,06F1610.aaa,52.64202900881919,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.261406301992589e-240,1
06G18,06,G,18,06F1710.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
06G19,06,G,19,06F1810.aaa,52.77299827760493,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.0921609086983834e-240,1
06G20,06,G,20,06F1910.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
06G21,06,G,21,06F2010.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
06G22,06,G,22,06F2110.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
06G23,06,G,23,06F2210.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
07A00,07,A,00,06F2310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A01,07,A,01,06G0010.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
07A02,07,A,02,06G0110.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A03,07,A,03,06G0210.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A04,07,A,04,06G0310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A05,07,A,05,06G0410.aaa,52.74537460005202,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.4518578137603226e-241,1
07A06,07,A,06,06G0510.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A07,07,A,07,06G0610.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
07A08,07,A,08,06G0710.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
07A09,07,A,09,06G0810.aaa,52.7961340375045,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.6878560624301735e-241,1
07A10,07,A,10,06G0910.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A11,07,A,11,06G1010.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
07A12,07,A,12,06G1110.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
07A13,07,A,13,06G1210.aaa,52.80271036757127,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,9.458989180079503e-241,1
07A14,07,A,14,06G1310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A15,07,A,15,06G1410.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A16,07,A,16,06G1510.aaa,52.71841519975085,0.4841734173417342,0.003972387087638391,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.9736527309466573e-241,1
07A17,07,A,17,06G1610.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
07A18,07,A,18,06G1710.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A19,07,A,19,06G1810.aaa,52.81502997104077,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,8.39054936962306e-241,1
07A20,07,A,20,06G1910.aaa,52.81502997104077,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,8.39054936962306e-241,1
07A21,07,A,21,06G2010.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
07A22,07,A,22,06G2110.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07A23,07,A,23,06G2205.aaa,39.709077819225065,4.027427742774277,0.017853226995852928,0.6154535522985136,100.0,CONFIRMED,,,,,1.0,0.0,1
07B00,07,B,00,06G2310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07B01,07,B,01,07A0010.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
07B02,07,B,02,07A0110.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07B03,07,B,03,07A0210.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07B04,07,B,04,07A0310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07B05,07,B,05,07A0405.aaa,58.31073156060274,4.014951495149515,0.0,0.4759154277311845,100.0,CONFIRMED,,,,,1.0,0.0,1
07B06,07,B,06,07A0510.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
07B07,07,B,07,07A0610.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
07B08,07,B,08,07A0710.aaa,52.79182499881163,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,9.973360595762788e-241,1
07B09,07,B,09,07A0805.aaa,42.87541453361308,4.022437243724372,8.881784197001252e-16,0.2821820683791327,100.0,CONFIRMED,,,,,1.0,0.0,1
07B10,07,B,10,07A0910.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
07B11,07,B,11,07A1010.aaa,52.761163333512606,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.7244450964174803e-241,1
07B12,07,B,12,07A1110.aaa,52.73171584391767,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,2.2020173185984814e-241,1
07B13,07,B,13,07A1205.aaa,43.15454820875739,4.0573707370737075,0.02834779176697284,0.8006003309993734,100.0,CONFIRMED,,,,,1.0,0.0,1
07B14,07,B,14,07A1310.aaa,52.7749561906079,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.020740832656305e-241,1
07B15,07,B,15,07A1410.aaa,52.80930656271106,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,4.458339418657749e-241,1
07B16,07,B,16,07A1505.aaa,43.905370824861585,3.9924942494249422,0.02068998253073646,0.3290943830145329,100.0,CONFIRMED,,,,,1.0,0.0,1
07B17,07,B,17,07A1605.aaa,43.020777569603126,4.012456245624563,8.881784197001252e-16,0.397809774542363,100.0,CONFIRMED,,,,,1.0,0.0,1
07B18,07,B,18,07A1705.aaa,40.54845057934732,4.02992299229923,1.7763568394002505e-15,0.9120488962172947,100.0,CONFIRMED,,,,,1.0,0.0,1
07B19,07,B,19,07A1805.aaa,46.0836787437027,3.9974847484748475,4.440892098500626e-16,0.24463862909246706,100.0,CONFIRMED,,,,,1.0,0.0,1
07B20,07,B,20,07A1905.aaa,43.53151347068306,4.034913491349135,0.012788147729405872,0.36349448137214907,100.0,CONFIRMED,,,,,1.0,0.0,1
07B21,07,B,21,07A2005.aaa,41.31762577574416,3.98999899989999,0.00546203224550278,0.6412467332911249,100.0,CONFIRMED,,,,,1.0,0.0,1
07B22,07,B,22,07A2105.aaa,44.7102643528729,4.00996099609961,8.881784197001252e-16,0.5151355958089249,100.0,CONFIRMED,,,,,1.0,0.0,1
07B23,07,B,23,07A2205.aaa,38.543311039580374,4.024932493249325,8.881784197001252e-16,0.3878863553275877,100.0,CONFIRMED,,,,,1.0,0.0,1
07C00,07,C,00,07A2305.aaa,40.6101465177065,4.00996099609961,8.881784197001252e-16,0.06348230397783014,100.0,CONFIRMED,,,,,1.0,0.0,1
07C01,07,C,01,07B0005.aaa,44.931773375976896,4.002475247524752,1.7763568394002505e-15,0.9236105780687595,100.0,CONFIRMED,,,,,1.0,0.0,1
07C02,07,C,02,07B0105.aaa,46.689008894993826,4.03990399039904,0.0034758387016836255,0.4135509723093988,100.0,CONFIRMED,,,,,1.0,0.0,1
07C03,07,C,03,07B0205.aaa,42.992289535053274,4.007465746574658,1.7763568394002505e-15,0.3844894025275707,100.0,CONFIRMED,,,,,1.0,0.0,1
07C04,07,C,04,07B0305.aaa,40.29415072417879,4.014951495149515,0.015227156725460166,0.47748184779904007,100.0,CONFIRMED,,,,,1.0,0.0,1
07C05,07,C,05,07B0405.aaa,37.5823474846129,4.012456245624563,8.881784197001252e-16,0.40005900312715253,100.0,CONFIRMED,,,,,1.0,0.0,1
07C06,07,C,06,07B0505.aaa,39.004035903316016,4.014951495149515,0.012592088278432261,0.09770852315048861,100.0,CONFIRMED,,,,,1.0,0.0,1
07C07,07,C,07,07B0610.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07C08,07,C,08,07B0705.aaa,38.43943364129406,3.9924942494249422,0.004400703444280209,0.22132930025309078,96.7,CONFIRMED,,,,,0.8333333333333334,4.62607766816222e-146,1
07C09,07,C,09,07B0810.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07C10,07,C,10,07B0910.aaa,52.78612782720721,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,3.3414222975268443e-241,1
07C11,07,C,11,Carlog,34.14125671253583,0.7087458745874587,0.007925746816032173,45.97187513330694,58.3,CANDIDATE,,,,,0.16666666666666666,3.3550099618754095e-68,1
07C12,07,C,12,07B1105.aaa,36.092119982976605,3.9825132513251322,4.440892098500626e-16,0.6597414065126271,100.0,CONFIRMED,,,,,1.0,2.7189427049244006e-283,1
07C13,07,C,13,07B1205.aaa,37.11686142018866,4.012456245624563,8.881784197001252e-16,0.536606362832032,100.0,CONFIRMED,,,,,1.0,0.0,1
07C14,07,C,14,07B1305.aaa,36.67855427671593,4.01994199419942,0.0014896451578644235,0.6461687025681108,100.0,CONFIRMED,,,,,1.0,6.699239164931176e-285,1
07C15,07,C,15,07B1405.aaa,36.33562855966848,4.004970497049705,0.0016314810777278022,0.32305742822675604,96.7,CONFIRMED,,,,,0.8333333333333334,3.050312289254002e-226,1
07C16,07,C,16,07B1505.aaa,38.82660346226545,3.9825132513251322,0.010154163401078699,0.3876624124145032,100.0,CONFIRMED,,,,,1.0,5.6802618100290846e-276,1
07C17,07,C,17,07B1605.aaa,37.93659406466432,3.9924942494249422,0.009057996361179828,0.3381823809024623,96.7,CONFIRMED,,,,,0.8333333333333334,1.5025164993459347e-197,1
07C18,07,C,18,07B1705.aaa,40.77802675745505,3.9875037503750375,4.440892098500626e-16,0.28866826498429976,100.0,CONFIRMED,,,,,1.0,0.0,1
07C19,07,C,19,07B1805.aaa,40.728442044838346,3.975027502750275,0.015834516115840344,0.7138483398371006,100.0,CONFIRMED,,,,,1.0,2.7759866232977178e-229,1
07C20,07,C,20,07B1905.aaa,43.02422352744331,4.00996099609961,8.881784197001252e-16,0.36529465005829453,100.0,CONFIRMED,,,,,1.0,0.0,1
07C21,07,C,21,07B2005.aaa,41.291483000091034,3.9825132513251322,0.015366280624953765,0.34631852430823395,100.0,CONFIRMED,,,,,1.0,0.0,1
07C22,07,C,22,07B2105.aaa,44.763553069245205,3.9974847484748475,4.440892098500626e-16,0.1919760811073705,100.0,CONFIRMED,,,,,1.0,0.0,1
07C23,07,C,23,07B2205.aaa,38.78226273659042,4.0174467446744675,0.004136021923527937,0.6412143026009168,100.0,CONFIRMED,,,,,1.0,0.0,1
07D00,07,D,00,07B2310.aaa,52.77339435745258,0.4841734173417342,0.0,8.788689317106705,83.3,PROBABLE,,,,,0.6666666666666666,1.7653567068297152e-241,1
07D01,07,D,01,07C0005.aaa,45.26327050474813,3.9775227522752274,0.004385609564178532,0.545178532083511,100.0,CONFIRMED,,,,,1.0,2.9204600376886806e-290,1
07D02,07,D,02,07C0105.aaa,55.77200629585978,4.002475247524752,1.7763568394002505e-15,0.3172776966424513,100.0,CONFIRMED,,,,,1.0,0.0,1
07D03,07,D,03,07C0205.aaa,37.9898803019357,3.9949894989498946,0.0031440144014402006,0.5043706542865913,100.0,CONFIRMED,,,,,1.0,0.0,1
07D04,07,D,04,07C0305.aaa,46.18887623288677,4.00996099609961,8.881784197001252e-16,0.3974900962794767,100.0,CONFIRMED,,,,,1.0,0.0,1
